_id,__v,deviceId,sensorId,sensorReading,sensorType,timestamp,topic
5c65f9a9e0b12e539fdca169,0,W,l,948,d,2019-02-14T23:28:41.214Z,w
5c65f9abe0b12e539fdca16b,0,W,l,948,d,2019-02-14T23:28:43.174Z,w
5c65f9ade0b12e539fdca16d,0,W,l,948,d,2019-02-14T23:28:45.149Z,w
5c65f9afe0b12e539fdca16f,0,W,l,948,d,2019-02-14T23:28:47.181Z,w
5c65f9b1e0b12e539fdca171,0,W,l,948,d,2019-02-14T23:28:49.174Z,w
5c65f9b3e0b12e539fdca173,0,W,l,948,d,2019-02-14T23:28:51.174Z,w
5c65f9b5e0b12e539fdca175,0,W,l,948,d,2019-02-14T23:28:53.149Z,w
5c65f9b7e0b12e539fdca177,0,W,l,948,d,2019-02-14T23:28:55.179Z,w
5c65f9b9e0b12e539fdca179,0,W,l,948,d,2019-02-14T23:28:57.213Z,w
5c65f9bbe0b12e539fdca17b,0,W,l,948,d,2019-02-14T23:28:59.195Z,w
5c65f9bde0b12e539fdca17d,0,W,l,948,d,2019-02-14T23:29:01.198Z,w
5c65f9bfe0b12e539fdca17f,0,W,l,948,d,2019-02-14T23:29:03.181Z,w
5c65f9c1e0b12e539fdca181,0,W,l,948,d,2019-02-14T23:29:05.178Z,w
5c65f9c3e0b12e539fdca183,0,W,l,948,d,2019-02-14T23:29:07.178Z,w
5c65f9c5e0b12e539fdca185,0,W,l,948,d,2019-02-14T23:29:09.173Z,w
5c65f9c7e0b12e539fdca187,0,W,l,948,d,2019-02-14T23:29:11.188Z,w
5c65f9c9e0b12e539fdca189,0,W,l,948,d,2019-02-14T23:29:13.213Z,w
5c65f9cbe0b12e539fdca18b,0,W,l,948,d,2019-02-14T23:29:15.196Z,w
5c65f9cde0b12e539fdca18d,0,W,l,948,d,2019-02-14T23:29:17.172Z,w
5c65f9cfe0b12e539fdca18f,0,W,l,948,d,2019-02-14T23:29:19.182Z,w
5c65f9d1e0b12e539fdca191,0,W,l,948,d,2019-02-14T23:29:21.190Z,w
5c65f9d3e0b12e539fdca193,0,W,l,948,d,2019-02-14T23:29:23.190Z,w
5c65f9d5e0b12e539fdca195,0,W,l,948,d,2019-02-14T23:29:25.182Z,w
5c65f9d7e0b12e539fdca197,0,W,l,948,d,2019-02-14T23:29:27.215Z,w
5c65f9d9e0b12e539fdca199,0,W,l,948,d,2019-02-14T23:29:29.219Z,w
5c65f9dbe0b12e539fdca19b,0,W,l,948,d,2019-02-14T23:29:31.221Z,w
5c65f9dde0b12e539fdca19d,0,W,l,948,d,2019-02-14T23:29:33.212Z,w
5c65f9dfe0b12e539fdca19f,0,W,l,948,d,2019-02-14T23:29:35.221Z,w
5c65f9e1e0b12e539fdca1a1,0,W,l,948,d,2019-02-14T23:29:37.212Z,w
5c65f9e3e0b12e539fdca1a3,0,W,l,948,d,2019-02-14T23:29:39.213Z,w
5c65f9e5e0b12e539fdca1a5,0,W,l,948,d,2019-02-14T23:29:41.215Z,w
5c65f9e7e0b12e539fdca1a7,0,W,l,948,d,2019-02-14T23:29:43.213Z,w
5c65f9e9e0b12e539fdca1a9,0,W,l,948,d,2019-02-14T23:29:45.388Z,w
5c65f9ebe0b12e539fdca1ab,0,W,l,948,d,2019-02-14T23:29:47.221Z,w
5c65f9ede0b12e539fdca1ad,0,W,l,948,d,2019-02-14T23:29:49.221Z,w
5c65f9efe0b12e539fdca1af,0,W,l,948,d,2019-02-14T23:29:51.214Z,w
5c65f9f1e0b12e539fdca1b1,0,W,l,948,d,2019-02-14T23:29:53.220Z,w
5c65f9f3e0b12e539fdca1b3,0,W,l,948,d,2019-02-14T23:29:55.213Z,w
5c65f9f5e0b12e539fdca1b5,0,W,l,948,d,2019-02-14T23:29:57.212Z,w
5c65f9f7e0b12e539fdca1b7,0,W,l,948,d,2019-02-14T23:29:59.214Z,w
5c65f9f9e0b12e539fdca1b9,0,W,l,948,d,2019-02-14T23:30:01.254Z,w
5c65f9fbe0b12e539fdca1bb,0,W,l,948,d,2019-02-14T23:30:03.213Z,w
5c65f9fde0b12e539fdca1bd,0,W,l,948,d,2019-02-14T23:30:05.213Z,w
5c65f9ffe0b12e539fdca1bf,0,W,l,948,d,2019-02-14T23:30:07.220Z,w
5c65fa01e0b12e539fdca1c1,0,W,l,948,d,2019-02-14T23:30:09.213Z,w
5c65fa03e0b12e539fdca1c3,0,W,l,948,d,2019-02-14T23:30:11.227Z,w
5c65fa05e0b12e539fdca1c5,0,W,l,948,d,2019-02-14T23:30:13.220Z,w
5c65fa07e0b12e539fdca1c7,0,W,l,948,d,2019-02-14T23:30:15.220Z,w
5c65fa09e0b12e539fdca1c9,0,W,l,948,d,2019-02-14T23:30:17.253Z,w
5c65fa0be0b12e539fdca1cb,0,W,l,948,d,2019-02-14T23:30:19.223Z,w
5c65fa0de0b12e539fdca1cd,0,W,l,948,d,2019-02-14T23:30:21.218Z,w
5c65fa0fe0b12e539fdca1cf,0,W,l,948,d,2019-02-14T23:30:23.217Z,w
5c65fa11e0b12e539fdca1d1,0,W,l,948,d,2019-02-14T23:30:25.227Z,w
5c65fa13e0b12e539fdca1d3,0,W,l,948,d,2019-02-14T23:30:27.227Z,w
5c65fa15e0b12e539fdca1d5,0,W,l,948,d,2019-02-14T23:30:29.235Z,w
5c65fa17e0b12e539fdca1d7,0,W,l,948,d,2019-02-14T23:30:31.227Z,w
5c65fa19e0b12e539fdca1d9,0,W,l,948,d,2019-02-14T23:30:33.252Z,w
5c65fa1be0b12e539fdca1db,0,W,l,948,d,2019-02-14T23:30:35.217Z,w
5c65fa1de0b12e539fdca1dd,0,W,l,948,d,2019-02-14T23:30:37.217Z,w
5c65fa1fe0b12e539fdca1df,0,W,l,948,d,2019-02-14T23:30:39.235Z,w
5c65fa21e0b12e539fdca1e1,0,W,l,948,d,2019-02-14T23:30:41.235Z,w
5c65fa23e0b12e539fdca1e3,0,W,l,948,d,2019-02-14T23:30:43.228Z,w
5c65fa25e0b12e539fdca1e5,0,W,l,948,d,2019-02-14T23:30:45.235Z,w
5c65fa27e0b12e539fdca1e7,0,W,l,948,d,2019-02-14T23:30:47.227Z,w
5c65fa29e0b12e539fdca1e9,0,W,l,948,d,2019-02-14T23:30:49.245Z,w
5c65fa2be0b12e539fdca1eb,0,W,l,948,d,2019-02-14T23:30:51.221Z,w
5c65fa2de0b12e539fdca1ed,0,W,l,948,d,2019-02-14T23:30:53.245Z,w
5c65fa2fe0b12e539fdca1ef,0,W,l,948,d,2019-02-14T23:30:55.220Z,w
5c65fa31e0b12e539fdca1f1,0,W,l,948,d,2019-02-14T23:30:57.245Z,w
5c65fa33e0b12e539fdca1f3,0,W,l,948,d,2019-02-14T23:30:59.220Z,w
5c65fa35e0b12e539fdca1f5,0,W,l,948,d,2019-02-14T23:31:01.260Z,w
5c65fa37e0b12e539fdca1f7,0,W,l,948,d,2019-02-14T23:31:03.251Z,w
5c65fa39e0b12e539fdca1f9,0,W,l,948,d,2019-02-14T23:31:05.251Z,w
5c65fa3be0b12e539fdca1fb,0,W,l,948,d,2019-02-14T23:31:07.235Z,w
5c65fa3de0b12e539fdca1fd,0,W,l,948,d,2019-02-14T23:31:09.251Z,w
5c65fa3fe0b12e539fdca1ff,0,W,l,948,d,2019-02-14T23:31:11.251Z,w
5c65fa41e0b12e539fdca201,0,W,l,948,d,2019-02-14T23:31:13.252Z,w
5c65fa43e0b12e539fdca203,0,W,l,948,d,2019-02-14T23:31:15.216Z,w
5c65fa45e0b12e539fdca205,0,W,l,948,d,2019-02-14T23:31:17.256Z,w
5c65fa47e0b12e539fdca207,0,W,l,948,d,2019-02-14T23:31:19.259Z,w
5c65fa49e0b12e539fdca209,0,W,l,948,d,2019-02-14T23:31:21.292Z,w
5c65fa4be0b12e539fdca20b,0,W,l,948,d,2019-02-14T23:31:23.227Z,w
5c65fa4de0b12e539fdca20d,0,W,l,948,d,2019-02-14T23:31:25.252Z,w
5c65fa4fe0b12e539fdca20f,0,W,l,948,d,2019-02-14T23:31:27.253Z,w
5c65fa51e0b12e539fdca211,0,W,l,948,d,2019-02-14T23:31:29.251Z,w
5c65fa53e0b12e539fdca213,0,W,l,948,d,2019-02-14T23:31:31.251Z,w
5c65fa55e0b12e539fdca215,0,W,l,948,d,2019-02-14T23:31:33.256Z,w
5c65fa57e0b12e539fdca217,0,W,l,948,d,2019-02-14T23:31:35.260Z,w
5c65fa59e0b12e539fdca219,0,W,l,948,d,2019-02-14T23:31:37.296Z,w
5c65fa5be0b12e539fdca21b,0,W,l,948,d,2019-02-14T23:31:39.306Z,w
5c65fa5de0b12e539fdca21d,0,W,l,948,d,2019-02-14T23:31:41.265Z,w
5c65fa5fe0b12e539fdca21f,0,W,l,948,d,2019-02-14T23:31:43.264Z,w
5c65fa61e0b12e539fdca221,0,W,l,948,d,2019-02-14T23:31:45.271Z,w
5c65fa63e0b12e539fdca223,0,W,l,947,d,2019-02-14T23:31:47.263Z,w
5c65fa65e0b12e539fdca225,0,W,l,947,d,2019-02-14T23:31:49.256Z,w
5c65fa67e0b12e539fdca227,0,W,l,947,d,2019-02-14T23:31:51.290Z,w
5c65fa69e0b12e539fdca229,0,W,l,947,d,2019-02-14T23:31:53.292Z,w
5c65fa6be0b12e539fdca22b,0,W,l,947,d,2019-02-14T23:31:55.265Z,w
5c65fa6de0b12e539fdca22d,0,W,l,947,d,2019-02-14T23:31:57.297Z,w
5c65fa6fe0b12e539fdca22f,0,W,l,947,d,2019-02-14T23:31:59.264Z,w
5c65fa71e0b12e539fdca231,0,W,l,947,d,2019-02-14T23:32:01.250Z,w
5c65fa73e0b12e539fdca233,0,W,l,947,d,2019-02-14T23:32:03.272Z,w
5c65fa75e0b12e539fdca235,0,W,l,947,d,2019-02-14T23:32:05.265Z,w
5c65fa77e0b12e539fdca237,0,W,l,947,d,2019-02-14T23:32:07.299Z,w
5c65fa79e0b12e539fdca239,0,W,l,947,d,2019-02-14T23:32:09.296Z,w
5c65fa7be0b12e539fdca23b,0,W,l,948,d,2019-02-14T23:32:11.256Z,w
5c65fa7de0b12e539fdca23d,0,W,l,948,d,2019-02-14T23:32:13.290Z,w
5c65fa7fe0b12e539fdca23f,0,W,l,948,d,2019-02-14T23:32:15.291Z,w
5c65fa81e0b12e539fdca241,0,W,l,948,d,2019-02-14T23:32:17.353Z,w
5c65fa83e0b12e539fdca243,0,W,l,947,d,2019-02-14T23:32:19.290Z,w
5c65fa85e0b12e539fdca245,0,W,l,948,d,2019-02-14T23:32:21.308Z,w
5c65fa87e0b12e539fdca247,0,W,l,947,d,2019-02-14T23:32:23.285Z,w
5c65fa89e0b12e539fdca249,0,W,l,947,d,2019-02-14T23:32:25.329Z,w
5c65fa8be0b12e539fdca24b,0,W,l,947,d,2019-02-14T23:32:27.292Z,w
5c65fa8de0b12e539fdca24d,0,W,l,947,d,2019-02-14T23:32:29.285Z,w
5c65fa8fe0b12e539fdca24f,0,W,l,947,d,2019-02-14T23:32:31.300Z,w
5c65fa91e0b12e539fdca251,0,W,l,947,d,2019-02-14T23:32:33.298Z,w
5c65fa93e0b12e539fdca253,0,W,l,947,d,2019-02-14T23:32:35.289Z,w
5c65fa95e0b12e539fdca255,0,W,l,947,d,2019-02-14T23:32:37.690Z,w
5c65fa97e0b12e539fdca257,0,W,l,947,d,2019-02-14T23:32:39.421Z,w
5c65fa99e0b12e539fdca259,0,W,l,947,d,2019-02-14T23:32:41.330Z,w
5c65fa9be0b12e539fdca25b,0,W,l,948,d,2019-02-14T23:32:43.298Z,w
5c65fa9de0b12e539fdca25d,0,W,l,948,d,2019-02-14T23:32:45.306Z,w
5c65fa9fe0b12e539fdca25f,0,W,l,948,d,2019-02-14T23:32:47.497Z,w
5c65faa1e0b12e539fdca261,0,W,l,948,d,2019-02-14T23:32:49.305Z,w
5c65faa3e0b12e539fdca263,0,W,l,948,d,2019-02-14T23:32:51.298Z,w
5c65faa5e0b12e539fdca265,0,W,l,948,d,2019-02-14T23:32:53.317Z,w
5c65faa7e0b12e539fdca267,0,W,l,947,d,2019-02-14T23:32:55.311Z,w
5c65faa9e0b12e539fdca269,0,W,l,947,d,2019-02-14T23:32:57.503Z,w
5c65faabe0b12e539fdca26b,0,W,l,947,d,2019-02-14T23:32:59.294Z,w
5c65faade0b12e539fdca26d,0,W,l,948,d,2019-02-14T23:33:01.295Z,w
5c65faafe0b12e539fdca26f,0,W,l,948,d,2019-02-14T23:33:03.304Z,w
5c65fab1e0b12e539fdca271,0,W,l,948,d,2019-02-14T23:33:05.305Z,w
5c65fab3e0b12e539fdca273,0,W,l,948,d,2019-02-14T23:33:07.289Z,w
5c65fab5e0b12e539fdca275,0,W,l,947,d,2019-02-14T23:33:09.305Z,w
5c65fab7e0b12e539fdca277,0,W,l,946,d,2019-02-14T23:33:11.330Z,w
5c65fab9e0b12e539fdca279,0,W,l,946,d,2019-02-14T23:33:13.344Z,w
5c65fabbe0b12e539fdca27b,0,W,l,946,d,2019-02-14T23:33:15.329Z,w
5c65fabde0b12e539fdca27d,0,W,l,945,d,2019-02-14T23:33:17.298Z,w
5c65fabfe0b12e539fdca27f,0,W,l,946,d,2019-02-14T23:33:19.329Z,w
5c65fac1e0b12e539fdca281,0,W,l,948,d,2019-02-14T23:33:21.337Z,w
5c65fac3e0b12e539fdca283,0,W,l,948,d,2019-02-14T23:33:23.729Z,w
5c65fac5e0b12e539fdca285,0,W,l,948,d,2019-02-14T23:33:25.330Z,w
5c65fac7e0b12e539fdca287,0,W,l,948,d,2019-02-14T23:33:27.329Z,w
5c65fac9e0b12e539fdca289,0,W,l,948,d,2019-02-14T23:33:29.334Z,w
5c65facbe0b12e539fdca28b,0,W,l,948,d,2019-02-14T23:33:31.304Z,w
5c65facde0b12e539fdca28d,0,W,l,948,d,2019-02-14T23:33:33.329Z,w
5c65facfe0b12e539fdca28f,0,W,l,948,d,2019-02-14T23:33:35.340Z,w
5c65fad1e0b12e539fdca291,0,W,l,948,d,2019-02-14T23:33:37.329Z,w
5c65fad3e0b12e539fdca293,0,W,l,948,d,2019-02-14T23:33:39.347Z,w
5c65fad5e0b12e539fdca295,0,W,l,948,d,2019-02-14T23:33:41.369Z,w
5c65fad7e0b12e539fdca297,0,W,l,948,d,2019-02-14T23:33:43.337Z,w
5c65fad9e0b12e539fdca299,0,W,l,948,d,2019-02-14T23:33:45.347Z,w
5c65fadbe0b12e539fdca29b,0,W,l,948,d,2019-02-14T23:33:47.345Z,w
5c65fadde0b12e539fdca29d,0,W,l,948,d,2019-02-14T23:33:49.329Z,w
5c65fadfe0b12e539fdca29f,0,W,l,948,d,2019-02-14T23:33:51.337Z,w
5c65fae1e0b12e539fdca2a1,0,W,l,948,d,2019-02-14T23:33:53.298Z,w
5c65fae3e0b12e539fdca2a3,0,W,l,948,d,2019-02-14T23:33:55.331Z,w
5c65fae5e0b12e539fdca2a5,0,W,l,948,d,2019-02-14T23:33:57.336Z,w
5c65fae7e0b12e539fdca2a7,0,W,l,948,d,2019-02-14T23:33:59.331Z,w
5c65fae9e0b12e539fdca2a9,0,W,l,948,d,2019-02-14T23:34:01.339Z,w
5c65faebe0b12e539fdca2ab,0,W,l,948,d,2019-02-14T23:34:03.305Z,w
5c65faede0b12e539fdca2ad,0,W,l,948,d,2019-02-14T23:34:05.338Z,w
5c65faefe0b12e539fdca2af,0,W,l,948,d,2019-02-14T23:34:07.337Z,w
5c65faf1e0b12e539fdca2b1,0,W,l,948,d,2019-02-14T23:34:09.303Z,w
5c65faf3e0b12e539fdca2b3,0,W,l,948,d,2019-02-14T23:34:11.342Z,w
5c65faf5e0b12e539fdca2b5,0,W,l,948,d,2019-02-14T23:34:13.342Z,w
5c65faf7e0b12e539fdca2b7,0,W,l,948,d,2019-02-14T23:34:15.341Z,w
5c65faf9e0b12e539fdca2b9,0,W,l,947,d,2019-02-14T23:34:17.345Z,w
5c65fafbe0b12e539fdca2bb,0,W,l,947,d,2019-02-14T23:34:19.342Z,w
5c65fafde0b12e539fdca2bd,0,W,l,947,d,2019-02-14T23:34:21.341Z,w
5c65faffe0b12e539fdca2bf,0,W,l,948,d,2019-02-14T23:34:23.377Z,w
5c65fb01e0b12e539fdca2c1,0,W,l,948,d,2019-02-14T23:34:25.344Z,w
5c65fb03e0b12e539fdca2c3,0,W,l,948,d,2019-02-14T23:34:27.376Z,w
5c65fb05e0b12e539fdca2c5,0,W,l,948,d,2019-02-14T23:34:29.349Z,w
5c65fb07e0b12e539fdca2c7,0,W,l,948,d,2019-02-14T23:34:31.368Z,w
5c65fb09e0b12e539fdca2c9,0,W,l,948,d,2019-02-14T23:34:33.368Z,w
5c65fb0be0b12e539fdca2cb,0,W,l,948,d,2019-02-14T23:34:35.352Z,w
5c65fb0de0b12e539fdca2cd,0,W,l,948,d,2019-02-14T23:34:37.351Z,w
5c65fb0fe0b12e539fdca2cf,0,W,l,948,d,2019-02-14T23:34:39.423Z,w
5c65fb11e0b12e539fdca2d1,0,W,l,948,d,2019-02-14T23:34:41.381Z,w
5c65fb13e0b12e539fdca2d3,0,W,l,948,d,2019-02-14T23:34:43.350Z,w
5c65fb15e0b12e539fdca2d5,0,W,l,948,d,2019-02-14T23:34:45.350Z,w
5c65fb17e0b12e539fdca2d7,0,W,l,948,d,2019-02-14T23:34:47.367Z,w
5c65fb19e0b12e539fdca2d9,0,W,l,948,d,2019-02-14T23:34:49.527Z,w
5c65fb1be0b12e539fdca2db,0,W,l,947,d,2019-02-14T23:34:51.512Z,w
5c65fb1de0b12e539fdca2dd,0,W,l,947,d,2019-02-14T23:34:53.407Z,w
5c65fb1fe0b12e539fdca2df,0,W,l,948,d,2019-02-14T23:34:55.376Z,w
5c65fb21e0b12e539fdca2e1,0,W,l,948,d,2019-02-14T23:34:57.407Z,w
5c65fb23e0b12e539fdca2e3,0,W,l,948,d,2019-02-14T23:34:59.428Z,w
5c65fb25e0b12e539fdca2e5,0,W,l,948,d,2019-02-14T23:35:01.407Z,w
5c65fb27e0b12e539fdca2e7,0,W,l,948,d,2019-02-14T23:35:03.382Z,w
5c65fb29e0b12e539fdca2e9,0,W,l,948,d,2019-02-14T23:35:05.414Z,w
5c65fb2be0b12e539fdca2eb,0,W,l,948,d,2019-02-14T23:35:07.384Z,w
5c65fb2de0b12e539fdca2ed,0,W,l,948,d,2019-02-14T23:35:09.407Z,w
5c65fb2fe0b12e539fdca2ef,0,W,l,948,d,2019-02-14T23:35:11.383Z,w
5c65fb31e0b12e539fdca2f1,0,W,l,948,d,2019-02-14T23:35:13.380Z,w
5c65fb33e0b12e539fdca2f3,0,W,l,947,d,2019-02-14T23:35:15.376Z,w
5c65fb35e0b12e539fdca2f5,0,W,l,948,d,2019-02-14T23:35:17.382Z,w
5c65fb37e0b12e539fdca2f7,0,W,l,948,d,2019-02-14T23:35:19.375Z,w
5c65fb39e0b12e539fdca2f9,0,W,l,948,d,2019-02-14T23:35:21.414Z,w
5c65fb3be0b12e539fdca2fb,0,W,l,948,d,2019-02-14T23:35:23.370Z,w
5c65fb3de0b12e539fdca2fd,0,W,l,948,d,2019-02-14T23:35:25.374Z,w
5c65fb3fe0b12e539fdca2ff,0,W,l,948,d,2019-02-14T23:35:27.423Z,w
5c65fb41e0b12e539fdca301,0,W,l,948,d,2019-02-14T23:35:29.395Z,w
5c65fb43e0b12e539fdca303,0,W,l,948,d,2019-02-14T23:35:31.380Z,w
5c65fb45e0b12e539fdca305,0,W,l,948,d,2019-02-14T23:35:33.395Z,w
5c65fb47e0b12e539fdca307,0,W,l,948,d,2019-02-14T23:35:35.385Z,w
5c65fb49e0b12e539fdca309,0,W,l,948,d,2019-02-14T23:35:37.404Z,w
5c65fb57e0b12e539fdca313,0,W,l,948,d,2019-02-14T23:35:51.631Z,w
5c65fb59e0b12e539fdca317,0,W,l,948,d,2019-02-14T23:35:53.570Z,w
5c65fb5be0b12e539fdca319,0,W,l,948,d,2019-02-14T23:35:55.511Z,w
5c65fb5de0b12e539fdca31b,0,W,l,948,d,2019-02-14T23:35:57.546Z,w
5c65fb5fe0b12e539fdca31d,0,W,l,948,d,2019-02-14T23:35:59.538Z,w
5c65fb61e0b12e539fdca31f,0,W,l,948,d,2019-02-14T23:36:01.571Z,w
5c65fb63e0b12e539fdca321,0,W,l,948,d,2019-02-14T23:36:03.539Z,w
5c65fb65e0b12e539fdca323,0,W,l,948,d,2019-02-14T23:36:05.496Z,w
5c65fb67e0b12e539fdca325,0,W,l,948,d,2019-02-14T23:36:07.745Z,w
5c65fb69e0b12e539fdca327,0,W,l,948,d,2019-02-14T23:36:09.539Z,w
